117.616	119.554
117.762	119.015
117.925	118.482
118.104	117.957
118.3	117.439
118.512	116.93
118.74	116.43
118.985	115.94
119.246	115.461
119.522	114.994
119.814	114.538
120.122	114.095
120.444	113.665
120.782	113.249
121.134	112.847
121.501	112.459
121.882	112.087
122.276	111.73
122.684	111.39
123.105	111.065
123.538	110.758
123.983	110.467
124.441	110.193
124.909	109.937
125.388	109.698
125.878	109.477
126.377	109.273
126.886	109.087
127.404	108.919
127.929	108.769
128.463	108.637
129.003	108.522
129.551	108.425
130.104	108.345
130.663	108.283
131.226	108.238
131.794	108.21
132.366	108.199
132.941	108.205
133.518	108.228
134.097	108.266
134.678	108.321
135.259	108.392
135.841	108.478
136.422	108.58
137.003	108.696
137.582	108.828
138.159	108.975
138.733	109.136
139.304	109.311
139.872	109.5
140.435	109.703
140.993	109.92
141.546	110.15
142.094	110.394
142.635	110.651
143.169	110.92
143.696	111.202
144.215	111.497
144.726	111.805
145.228	112.124
145.721	112.456
146.204	112.8
146.677	113.155
147.139	113.522
147.59	113.901
148.03	114.291
148.458	114.692
148.873	115.104
149.276	115.527
149.666	115.96
150.041	116.404
150.403	116.858
150.75	117.321
151.083	117.795
151.4	118.277
151.702	118.769
151.988	119.269
152.257	119.778
152.51	120.294
152.746	120.818
152.965	121.349
153.166	121.887
153.349	122.431
153.513	122.98
153.66	123.534
153.787	124.093
153.896	124.656
153.985	125.222
154.055	125.791
154.106	126.361
154.136	126.933
154.147	127.506
154.138	128.078
154.108	128.649
154.058	129.219
153.989	129.787
153.899	130.351
153.788	130.911
153.658	131.467
153.507	132.017
153.337	132.561
153.146	133.098
152.936	133.627
152.706	134.147
152.457	134.659
152.189	135.16
151.902	135.651
151.597	136.13
151.273	136.598
150.932	137.052
150.573	137.494
150.198	137.922
149.806	138.335
149.398	138.733
148.975	139.116
148.537	139.484
148.084	139.835
147.618	140.17
147.139	140.488
146.647	140.789
146.144	141.072
145.629	141.338
145.103	141.586
144.568	141.816
144.024	142.029
143.472	142.223
142.911	142.399
142.344	142.557
141.771	142.698
141.192	142.82
140.608	142.924
140.021	143.011
139.43	143.08
138.836	143.132
138.241	143.166
137.644	143.184
137.047	143.184
136.451	143.169
135.855	143.136
135.26	143.088
134.668	143.024
134.079	142.945
133.493	142.85
132.911	142.74
132.334	142.615
131.762	142.476
131.196	142.323
130.635	142.155
130.082	141.974
129.536	141.78
128.997	141.572
128.466	141.351
127.944	141.117
127.431	140.871
126.926	140.612
126.432	140.341
125.947	140.057
125.473	139.762
125.009	139.455
124.556	139.137
124.115	138.807
123.684	138.465
123.266	138.113
122.859	137.749
122.464	137.375
122.082	136.99
121.712	136.594
121.355	136.188
121.011	135.771
120.68	135.345
120.362	134.908
120.058	134.462
119.767	134.007
119.491	133.542
119.228	133.069
118.979	132.586
118.745	132.096
118.525	131.597
118.32	131.09
118.129	130.577
117.954	130.056
117.793	129.529
117.648	128.995
117.518	128.456
117.403	127.912
117.304	127.364
117.221	126.811
117.154	126.255
117.102	125.696
117.067	125.135
117.048	124.573
117.045	124.009
117.058	123.446
117.088	122.882
117.135	122.32
117.198	121.76
117.277	121.203
117.374	120.649
117.486	120.099
117.616	119.554
