115.553	117.829
115.747	117.133
115.97	116.448
116.224	115.774
116.508	115.112
116.823	114.462
117.168	113.825
117.543	113.202
117.949	112.593
118.384	112
118.849	111.423
119.342	110.863
119.863	110.32
120.411	109.797
120.984	109.292
121.582	108.808
122.203	108.346
122.846	107.905
123.51	107.488
124.192	107.095
124.892	106.726
125.607	106.383
126.337	106.066
127.079	105.777
127.833	105.516
128.596	105.283
129.367	105.079
130.145	104.906
130.929	104.762
131.717	104.649
132.508	104.568
133.301	104.517
134.096	104.499
134.891	104.512
135.687	104.556
136.481	104.632
137.275	104.74
138.068	104.878
138.859	105.048
139.649	105.248
140.438	105.478
141.225	105.738
142.012	106.026
142.797	106.342
143.582	106.686
144.367	107.056
145.152	107.452
145.937	107.872
146.723	108.317
147.51	108.784
148.298	109.274
149.087	109.784
149.878	110.314
150.67	110.864
151.462	111.431
152.255	112.016
153.048	112.617
153.841	113.234
154.633	113.865
155.422	114.509
156.208	115.167
156.99	115.836
157.766	116.517
158.534	117.209
159.294	117.911
160.043	118.623
160.78	119.344
161.503	120.073
162.209	120.81
162.897	121.555
163.564	122.307
164.209	123.066
164.829	123.831
165.422	124.602
165.987	125.378
166.521	126.16
167.021	126.946
167.488	127.737
167.918	128.532
168.31	129.33
168.663	130.131
168.975	130.934
169.246	131.739
169.474	132.546
169.659	133.353
169.8	134.16
169.897	134.966
169.95	135.77
169.958	136.572
169.923	137.371
169.845	138.166
169.723	138.955
169.56	139.739
169.356	140.515
169.112	141.283
168.829	142.042
168.509	142.79
168.154	143.527
167.764	144.252
167.342	144.963
166.89	145.66
166.408	146.341
165.9	147.005
165.366	147.652
164.808	148.28
164.228	148.889
163.628	149.478
163.01	150.045
162.374	150.591
161.723	151.114
161.057	151.615
160.378	152.091
159.688	152.544
158.987	152.971
158.276	153.375
157.557	153.753
156.829	154.105
156.094	154.433
155.353	154.734
154.605	155.011
153.852	155.262
153.093	155.487
152.33	155.688
151.562	155.864
150.789	156.014
150.013	156.141
149.232	156.243
148.448	156.322
147.66	156.377
146.869	156.408
146.076	156.417
145.28	156.404
144.481	156.368
143.681	156.311
142.88	156.232
142.078	156.131
141.277	156.01
140.475	155.868
139.675	155.706
138.877	155.523
138.082	155.32
137.291	155.098
136.504	154.855
135.723	154.593
134.949	154.312
134.182	154.011
133.424	153.691
132.676	153.352
131.938	152.993
131.211	152.616
130.497	152.219
129.796	151.804
129.109	151.37
128.438	150.918
127.781	150.447
127.141	149.957
126.517	149.45
125.911	148.925
125.322	148.383
124.751	147.823
124.198	147.247
123.662	146.654
123.145	146.045
122.646	145.421
122.164	144.781
121.701	144.128
121.254	143.46
120.825	142.78
120.412	142.087
120.016	141.382
119.635	140.666
119.27	139.94
118.92	139.205
118.585	138.46
118.265	137.708
117.958	136.949
117.665	136.183
117.386	135.412
117.121	134.636
116.869	133.856
116.631	133.073
116.407	132.288
116.196	131.502
116	130.714
115.819	129.927
115.653	129.14
115.503	128.354
115.369	127.57
115.253	126.789
115.155	126.011
115.077	125.237
115.018	124.468
114.98	123.703
114.965	122.944
114.972	122.191
115.003	121.444
115.059	120.705
115.142	119.973
115.251	119.249
115.387	118.534
115.553	117.829
