109.898	123.069
110.187	122.459
110.496	121.859
110.827	121.269
111.177	120.689
111.546	120.119
111.935	119.559
112.342	119.01
112.766	118.471
113.208	117.943
113.666	117.426
114.14	116.919
114.629	116.424
115.133	115.939
115.652	115.466
116.184	115.004
116.73	114.553
117.288	114.114
117.859	113.686
118.441	113.27
119.035	112.867
119.64	112.475
120.255	112.096
120.881	111.73
121.516	111.377
122.16	111.037
122.814	110.711
123.476	110.399
124.146	110.101
124.823	109.819
125.509	109.551
126.201	109.299
126.9	109.063
127.605	108.843
128.316	108.641
129.033	108.456
129.754	108.288
130.481	108.14
131.211	108.01
131.945	107.899
132.683	107.808
133.423	107.737
134.165	107.687
134.909	107.658
135.654	107.651
136.399	107.665
137.144	107.701
137.888	107.76
138.63	107.841
139.37	107.945
140.107	108.073
140.84	108.223
141.568	108.397
142.29	108.595
143.007	108.815
143.715	109.06
144.416	109.327
145.107	109.618
145.789	109.931
146.459	110.267
147.118	110.626
147.764	111.007
148.395	111.409
149.012	111.833
149.614	112.277
150.199	112.742
150.766	113.226
151.315	113.73
151.845	114.252
152.354	114.791
152.843	115.348
153.31	115.921
153.754	116.509
154.175	117.113
154.573	117.73
154.946	118.36
155.294	119.002
155.616	119.656
155.912	120.32
156.182	120.993
156.425	121.676
156.641	122.366
156.829	123.063
156.99	123.767
157.123	124.475
157.228	125.188
157.306	125.905
157.356	126.624
157.377	127.346
157.372	128.068
157.339	128.791
157.278	129.514
157.191	130.236
157.078	130.956
156.938	131.674
156.773	132.388
156.582	133.1
156.367	133.807
156.127	134.509
155.864	135.205
155.578	135.896
155.269	136.581
154.939	137.258
154.587	137.929
154.215	138.591
153.823	139.245
153.412	139.89
152.983	140.525
152.535	141.152
152.071	141.767
151.59	142.373
151.093	142.967
150.581	143.55
150.055	144.121
149.514	144.679
148.961	145.225
148.394	145.757
147.816	146.276
147.226	146.78
146.625	147.27
146.013	147.745
145.392	148.204
144.761	148.646
144.121	149.072
143.473	149.481
142.816	149.872
142.152	150.245
141.48	150.599
140.802	150.934
140.117	151.249
139.427	151.543
138.73	151.817
138.029	152.069
137.322	152.299
136.611	152.506
135.896	152.691
135.178	152.852
134.456	152.99
133.731	153.103
133.005	153.191
132.276	153.254
131.546	153.292
130.815	153.304
130.083	153.29
129.352	153.251
128.622	153.184
127.893	153.092
127.166	152.972
126.441	152.826
125.72	152.654
125.003	152.455
124.29	152.23
123.583	151.979
122.882	151.702
122.187	151.399
121.501	151.071
120.823	150.718
120.154	150.341
119.496	149.94
118.848	149.516
118.213	149.069
117.59	148.601
116.98	148.111
116.385	147.601
115.806	147.071
115.242	146.523
114.696	145.957
114.167	145.374
113.656	144.775
113.165	144.162
112.694	143.534
112.244	142.894
111.815	142.241
111.408	141.578
111.024	140.906
110.664	140.224
110.327	139.535
110.014	138.84
109.726	138.138
109.463	137.433
109.225	136.724
109.014	136.012
108.828	135.299
108.668	134.585
108.535	133.871
108.428	133.159
108.348	132.448
108.294	131.74
108.266	131.036
108.264	130.336
108.289	129.64
108.339	128.95
108.415	128.266
108.516	127.589
108.642	126.919
108.792	126.256
108.967	125.601
109.166	124.955
109.387	124.317
109.632	123.689
109.898	123.069
